用户（身份证）,信用评级,平台类型
350000195512162269,25,CreditCard
310000195811199689,13,CreditCard
320000195812249117,76,CreditCard
640000198208291480,81,CreditCard
320000198509056375,97,CreditCard
350000199108052250,93,CreditCard
450000195106220498,4,CreditCard
110000196302198642,65,CreditCard
520000198805223577,43,CreditCard
650000200010310721,1,CreditCard
330000197203279338,9,CreditCard
410000200408269912,81,CreditCard
110000199707209200,23,CreditCard
460000197204206586,73,CreditCard
140000200206080382,8,CreditCard
540000198405251425,29,CreditCard
360000199808160238,96,CreditCard
21000019920404740X,71,CreditCard
140000199004208960,99,CreditCard
62000019870112763X,20,CreditCard
460000198404256582,65,CreditCard
310000197905293632,82,CreditCard
640000199507125321,91,CreditCard
610000195103284656,40,CreditCard
610000196611215619,10,CreditCard
520000197109224985,94,CreditCard
620000195012177160,62,CreditCard
330000199404178372,26,CreditCard
370000197002021258,20,CreditCard
500000197104015099,78,CreditCard
630000195108181449,45,CreditCard
540000199210068158,32,CreditCard
640000197012180637,22,CreditCard
210000199210242543,74,CreditCard
500000198005228472,48,CreditCard
350000195507196392,47,CreditCard
12000019571108183X,48,CreditCard
14000019740507743X,79,CreditCard
510000195611167364,20,CreditCard
610000198705209024,56,CreditCard
110000198907286708,42,CreditCard
120000197711279554,84,CreditCard
140000196704064423,97,CreditCard
360000200507224387,11,CreditCard
110000195103052769,88,CreditCard
42000019740805744X,79,CreditCard
110000197706068590,27,CreditCard
41000019880811002X,20,CreditCard
500000196310264884,74,CreditCard
140000200210168096,26,CreditCard
630000200610266310,77,CreditCard
210000199512144113,60,CreditCard
420000197209182758,68,CreditCard
22000019580128436X,89,CreditCard
450000199807227930,45,CreditCard
500000198907058054,2,CreditCard
220000199002204544,17,CreditCard
110000198605236393,64,CreditCard
370000197408185658,33,CreditCard
330000198505055246,9,CreditCard
230000199610061796,6,CreditCard
460000198409286895,50,CreditCard
510000197109159229,27,CreditCard
340000196401042283,30,CreditCard
650000199606028676,68,CreditCard
220000197610024855,63,CreditCard
310000196307176650,48,CreditCard
610000197411112978,97,CreditCard
630000197211248356,76,CreditCard
310000196611027510,51,CreditCard
520000198503260145,51,CreditCard
410000195705031747,86,CreditCard
310000197512114293,6,CreditCard
510000196012161280,56,CreditCard
150000200611288744,33,CreditCard
450000196408196491,22,CreditCard
150000199506125833,43,CreditCard
130000199102194628,16,CreditCard
120000200212292724,87,CreditCard
510000195105217488,93,CreditCard
360000199808311200,89,CreditCard
450000197001281306,42,CreditCard
640000198110249292,87,CreditCard
150000196208139336,29,CreditCard
620000195011159390,32,CreditCard
370000199510041561,36,CreditCard
320000199111234674,80,CreditCard
130000198210145765,0,CreditCard
370000197904183088,15,CreditCard
12000019801005236X,20,CreditCard
150000197608253773,57,CreditCard
530000200005300644,32,CreditCard
52000019591201710X,10,CreditCard
500000200101119620,28,CreditCard
61000019530330130X,91,CreditCard
360000197402226605,82,CreditCard
650000198709251673,83,CreditCard
530000199302061453,89,CreditCard
340000199108178679,24,CreditCard
230000199609291754,5,CreditCard
310000200401109920,16,CreditCard
360000195202265475,2,CreditCard
310000196906054823,60,CreditCard
52000020050313785X,18,CreditCard
620000199511096929,79,CreditCard
23000019861223203X,2,CreditCard
450000196205059702,52,CreditCard
610000197404017980,47,CreditCard
410000197812010422,89,CreditCard
430000197604058441,53,CreditCard
610000198601070830,97,CreditCard
43000019790318531X,9,CreditCard
64000019990625426X,72,CreditCard
150000200205093247,22,CreditCard
110000198603198629,5,CreditCard
500000197605059436,2,CreditCard
340000197903264964,21,CreditCard
210000198802141979,1,CreditCard
540000197810175652,34,CreditCard
140000199907146748,98,CreditCard
640000195411288435,4,CreditCard
640000198512109276,38,CreditCard
500000199603165461,19,CreditCard
34000019870922041X,0,CreditCard
420000196804143935,62,CreditCard
630000198607019060,94,CreditCard
440000199212253820,47,CreditCard
350000198801225485,62,CreditCard
640000195608188833,25,CreditCard
350000198309092510,75,CreditCard
520000195905160784,12,CreditCard
220000196712217354,65,CreditCard
130000195301244802,15,CreditCard
210000195903239963,18,CreditCard
420000196511207720,79,CreditCard
610000196104174154,44,CreditCard
520000195301228389,98,CreditCard
440000196102211642,24,CreditCard
220000199206259053,32,CreditCard
210000195011030291,89,CreditCard
650000196203033960,50,CreditCard
460000199211160060,14,CreditCard
360000199306082858,65,CreditCard
320000199601074992,29,CreditCard
350000198507308490,95,CreditCard
360000198112261394,6,CreditCard
12000019950808358X,50,CreditCard
630000198710116053,79,CreditCard
360000198610161417,54,CreditCard
310000195201139304,62,CreditCard
360000199605208879,20,CreditCard
610000198809275026,56,CreditCard
120000197308235930,38,CreditCard
460000200010207753,22,CreditCard
410000196705224383,21,CreditCard
120000200501082918,34,CreditCard
220000197306163033,90,CreditCard
350000197505197470,1,CreditCard
42000020000313072X,42,CreditCard
420000199406298257,78,CreditCard
460000195512218694,85,CreditCard
610000198003177638,93,CreditCard
310000199208289047,61,CreditCard
210000197310134858,65,CreditCard
320000200612109519,21,CreditCard
340000196603176933,65,CreditCard
53000019871103892X,54,CreditCard
650000196212299912,64,CreditCard
640000196702255187,25,CreditCard
350000195607297414,14,CreditCard
12000019920901009X,64,CreditCard
360000196505068713,50,CreditCard
230000198708068959,79,CreditCard
350000198009254944,13,CreditCard
430000198309182620,91,CreditCard
620000199510136327,30,CreditCard
370000196004027472,72,CreditCard
120000197111205463,5,CreditCard
650000200210122987,18,CreditCard
410000197604073197,49,CreditCard
630000197002165626,36,CreditCard
110000199604274368,17,CreditCard
34000019510930259X,90,CreditCard
220000198609084935,31,CreditCard
130000196810188858,81,CreditCard
36000020021208433X,50,CreditCard
34000019650202296X,71,CreditCard
540000197308017843,75,CreditCard
460000198612281766,11,CreditCard
120000199810180954,58,CreditCard
120000199005309495,95,CreditCard
410000196908267906,11,CreditCard
210000196110225734,0,CreditCard
450000199405203610,25,CreditCard
520000196206051276,20,CreditCard
510000196110040319,51,CreditCard
620000195105253927,85,CreditCard
350000199203306626,34,CreditCard
640000199702131700,22,CreditCard
620000199212037128,86,CreditCard
510000198802048572,23,CreditCard
330000197007188164,15,CreditCard
640000196201266582,69,CreditCard
460000198908255006,49,CreditCard
23000019810801106X,66,CreditCard
53000019831112487X,20,CreditCard
360000195504128820,74,CreditCard
210000198904156143,36,CreditCard
430000197501208603,91,CreditCard
430000196006256806,23,CreditCard
230000199010313144,96,CreditCard
520000197806238821,5,CreditCard
530000196906105951,84,CreditCard
330000196312177950,9,CreditCard
150000198110130121,0,CreditCard
540000198212254339,77,CreditCard
440000198803118597,41,CreditCard
370000196703313785,77,CreditCard
450000197804203192,65,CreditCard
630000197604147484,51,CreditCard
420000196111181445,52,CreditCard
620000197806098279,1,CreditCard
520000196302219147,46,CreditCard
330000199608244378,26,CreditCard
440000196412015540,86,CreditCard
650000198205222860,55,CreditCard
610000199508085792,28,CreditCard
320000200408074793,4,CreditCard
510000195502241772,88,CreditCard
360000195309231152,85,CreditCard
430000196611082517,91,CreditCard
320000200408085863,68,CreditCard
330000195502277106,94,CreditCard
540000196509062160,72,CreditCard
430000198601154248,38,CreditCard
53000019620705776X,41,CreditCard
350000200003137472,10,CreditCard
310000196710216077,38,CreditCard
610000195103098490,65,CreditCard
640000198606230691,69,CreditCard
350000198107063797,91,CreditCard
33000019851021458X,26,CreditCard
330000199804074185,33,CreditCard
210000200101134952,73,CreditCard
340000199905276423,14,CreditCard
150000199212242815,34,CreditCard
43000019741201038X,99,CreditCard
430000199105238121,46,CreditCard
420000195312087450,75,CreditCard
340000197709047827,73,CreditCard
52000019910728086X,31,CreditCard
510000195403300327,6,CreditCard
110000199001106533,78,CreditCard
430000195204030002,52,CreditCard
610000195005120439,68,CreditCard
410000200405238512,54,CreditCard
370000198503031395,14,CreditCard
520000197101226169,24,CreditCard
35000019980706156X,14,CreditCard
130000196305217144,1,CreditCard
520000196211160274,93,CreditCard
150000196109120453,12,CreditCard
120000195510248576,5,CreditCard
640000197611075150,64,CreditCard
650000199107223880,18,CreditCard
460000197803252912,78,CreditCard
120000195708039497,45,CreditCard
50000020050215403X,94,CreditCard
350000195605164773,76,CreditCard
360000197504067932,80,CreditCard
620000200205266761,45,CreditCard
36000019980701292X,61,CreditCard
500000198407305223,48,CreditCard
36000019810619093X,42,CreditCard
430000200206048090,94,CreditCard
150000197101124542,29,CreditCard
430000200105116760,94,CreditCard
420000196612289024,23,CreditCard
610000195011280500,28,CreditCard
520000196408216315,18,CreditCard
320000199106123291,49,CreditCard
140000200501153986,93,CreditCard
340000195802048681,87,CreditCard
360000199908158063,5,CreditCard
500000198302063221,79,CreditCard
540000197712196804,1,CreditCard
450000198005213567,56,CreditCard
630000198803232598,45,CreditCard
450000195603227412,96,CreditCard
410000197206167083,52,CreditCard
140000199809236651,47,CreditCard
520000195403285755,19,CreditCard
450000195006270455,20,CreditCard
140000198605054747,70,CreditCard
23000019811129315X,5,CreditCard
450000195503138324,10,CreditCard
410000197811217261,4,CreditCard
320000196604244455,95,CreditCard
430000197311254107,85,CreditCard
420000195502146538,34,CreditCard
350000198311140374,78,CreditCard
110000195902112019,77,CreditCard
340000198111068433,88,CreditCard
460000196309030113,69,CreditCard
230000196907315896,69,CreditCard
360000196711034346,1,CreditCard
540000198301042346,58,CreditCard
210000200405270419,32,CreditCard
320000195809143047,7,CreditCard
520000199410317450,90,CreditCard
320000197412138708,23,CreditCard
450000195810253488,76,CreditCard
420000196009014018,21,CreditCard
11000019540912645X,61,CreditCard
330000198501297141,9,CreditCard
510000199603046202,28,CreditCard
640000197309217066,77,CreditCard
530000197006217303,13,CreditCard
22000019730906820X,24,CreditCard
530000197101179472,77,CreditCard
140000198010296122,66,CreditCard
210000198505124216,89,CreditCard
500000199104037561,26,CreditCard
630000197104018993,42,CreditCard
230000195607249968,65,CreditCard
310000199911255447,71,CreditCard
230000197812283961,82,CreditCard
420000196712032250,86,CreditCard
340000198203280159,39,CreditCard
360000197707036810,23,CreditCard
620000197101204772,74,CreditCard
650000196104301923,89,CreditCard
430000196312033897,16,CreditCard
330000198112103171,69,CreditCard
320000199904289907,31,CreditCard
230000199709199912,95,CreditCard
420000196108169672,93,CreditCard
310000199710193761,47,CreditCard
110000195211067714,39,CreditCard
430000196707316787,17,CreditCard
220000196706084284,79,CreditCard
530000199705090566,37,CreditCard
440000198805073900,3,CreditCard
530000199410200596,12,CreditCard
370000199307180101,12,CreditCard
450000196601317347,14,CreditCard
630000198407217740,60,CreditCard
440000196907132183,88,CreditCard
530000196105312950,18,CreditCard
530000196311122883,84,CreditCard
530000195206175444,93,CreditCard
410000197406251896,66,CreditCard
120000199710308455,16,CreditCard
450000195510121942,19,CreditCard
150000200005046059,70,CreditCard
310000196201101853,76,CreditCard
210000196006025206,50,CreditCard
530000196910056806,61,CreditCard
120000196508185099,50,CreditCard
610000199006048617,41,CreditCard
520000200607253441,44,CreditCard
230000195607207151,52,CreditCard
630000196707319950,61,CreditCard
460000196201198707,12,CreditCard
510000197907183581,40,CreditCard
340000200609189822,12,CreditCard
620000199902135905,70,CreditCard
120000198702051384,72,CreditCard
510000196209185497,55,CreditCard
220000197810247068,38,CreditCard
510000195904111276,14,CreditCard
410000198412092013,36,CreditCard
520000199104203746,79,CreditCard
320000195303067462,45,CreditCard
520000195909301695,34,CreditCard
540000200308296816,34,CreditCard
460000198312287808,43,CreditCard
220000200305282166,94,CreditCard
420000198206035589,71,CreditCard
500000196108068740,55,CreditCard
130000197211271566,25,CreditCard
15000019551001218X,10,CreditCard
460000196202120442,37,CreditCard
110000199104247398,53,CreditCard
130000195001210248,39,CreditCard
540000195210092774,100,CreditCard
510000196606175006,76,CreditCard
360000199209211443,83,CreditCard
65000019831009213X,11,CreditCard
530000198111205552,36,CreditCard
500000195503299886,39,CreditCard
440000200406164506,2,CreditCard
340000196504148208,22,CreditCard
120000196908093484,30,CreditCard
330000198901015086,82,CreditCard
360000198904096120,67,CreditCard
440000199201196875,13,CreditCard
220000200109268826,62,CreditCard
500000198906052670,3,CreditCard
410000199112225579,27,CreditCard
370000196606039833,59,CreditCard
130000199606272693,54,CreditCard
530000200407200718,29,CreditCard
330000195203231183,31,CreditCard
44000019531017065X,83,CreditCard
640000195404135908,77,CreditCard
110000196409181840,90,CreditCard
140000196403061288,47,CreditCard
640000198502097347,13,CreditCard
340000196611270823,62,CreditCard
510000199706225609,96,CreditCard
420000199209263207,11,CreditCard
440000195112285624,57,CreditCard
630000198109220044,77,CreditCard
110000200003265111,42,CreditCard
140000196412212180,30,CreditCard
44000020061124461X,32,CreditCard
620000197212305939,14,CreditCard
230000197410084505,94,CreditCard
330000199008109068,65,CreditCard
65000019550226481X,68,CreditCard
220000196705138092,3,CreditCard
540000195906191770,79,CreditCard
340000197808238362,55,CreditCard
410000199308084974,28,CreditCard
620000199703134969,38,CreditCard
140000200611105205,33,CreditCard
150000199406086152,22,CreditCard
320000197010173789,93,CreditCard
130000199206261936,73,CreditCard
610000200608047801,73,CreditCard
510000197302245356,82,CreditCard
350000198012091189,39,CreditCard
500000200507077387,100,CreditCard
440000195803234009,38,CreditCard
650000199111019700,73,CreditCard
230000197801017756,26,CreditCard
43000019631230997X,16,CreditCard
230000197401164773,87,CreditCard
430000200208222312,67,CreditCard
530000196005118528,4,CreditCard
