用户（身份证）,信用评级,平台类型
640000198408089383,7,WeChat
450000198803043179,33,WeChat
630000197308025765,42,WeChat
330000199805273178,47,WeChat
410000199309189305,7,WeChat
54000019591107160X,24,WeChat
23000019650821916X,21,WeChat
350000199811217061,71,WeChat
630000198111044537,62,WeChat
310000200010229175,76,WeChat
130000200311195008,21,WeChat
640000195703096443,36,WeChat
150000197408089817,57,WeChat
370000199101088107,61,WeChat
36000019850523723X,79,WeChat
410000195606218266,61,WeChat
140000198003109819,85,WeChat
520000196312190624,44,WeChat
530000195408203642,0,WeChat
440000198509285685,15,WeChat
120000197806266190,71,WeChat
330000198812260370,4,WeChat
50000019541129966X,68,WeChat
310000196608249200,70,WeChat
430000195606023550,26,WeChat
420000195707083497,56,WeChat
220000196109213789,76,WeChat
620000196403058243,26,WeChat
410000199703277901,64,WeChat
540000197404269047,87,WeChat
230000197507203224,20,WeChat
230000197706044553,8,WeChat
110000200610054113,50,WeChat
130000195203275832,13,WeChat
500000198209161038,92,WeChat
450000195706186051,83,WeChat
420000198107166436,33,WeChat
110000196507078783,59,WeChat
410000198410079974,75,WeChat
450000197705052237,65,WeChat
620000197406028167,34,WeChat
370000198811010799,39,WeChat
210000196911028933,17,WeChat
630000198410031541,98,WeChat
640000195112206188,34,WeChat
220000195307157795,50,WeChat
540000195106276549,27,WeChat
430000200008199701,52,WeChat
530000200012283547,92,WeChat
640000195405214798,75,WeChat
530000197305193903,25,WeChat
370000195112100337,21,WeChat
210000200508273575,12,WeChat
460000199604240571,10,WeChat
15000020000713356X,48,WeChat
450000199912287273,70,WeChat
430000198905141665,69,WeChat
350000197906186828,83,WeChat
540000199411109198,87,WeChat
230000197802247457,12,WeChat
350000196401038884,31,WeChat
230000195909146104,88,WeChat
620000197009197987,12,WeChat
63000019850202201X,29,WeChat
64000019710902960X,60,WeChat
630000196411249527,72,WeChat
420000200108269533,38,WeChat
54000019680523772X,87,WeChat
430000198612309612,51,WeChat
340000199007317369,30,WeChat
330000196108205280,81,WeChat
430000200305098536,95,WeChat
210000198012175648,34,WeChat
520000195505276374,4,WeChat
430000196312052908,77,WeChat
350000196712128123,46,WeChat
450000198712318114,49,WeChat
340000198401086402,6,WeChat
650000195610067530,74,WeChat
32000019890325787X,36,WeChat
500000200311130254,12,WeChat
370000197608079307,79,WeChat
230000196109209095,2,WeChat
350000199905087472,87,WeChat
320000196311238043,81,WeChat
120000195012305937,28,WeChat
230000198410109666,6,WeChat
53000019990629213X,7,WeChat
540000200406042246,88,WeChat
46000019590715447X,87,WeChat
520000197607219257,57,WeChat
540000198511040445,65,WeChat
140000196305042489,47,WeChat
630000195005034083,35,WeChat
360000195410141522,10,WeChat
410000199708236236,84,WeChat
43000019910527814X,95,WeChat
140000198310300189,48,WeChat
430000197612018300,54,WeChat
520000199310234666,4,WeChat
43000019650419269X,69,WeChat
540000199903033054,17,WeChat
46000019520808429X,65,WeChat
330000196503307244,86,WeChat
220000197806119231,82,WeChat
440000195108107665,56,WeChat
230000197602261860,44,WeChat
540000195906161045,52,WeChat
450000198701183496,14,WeChat
120000199811012266,30,WeChat
640000197404303552,27,WeChat
330000199206043602,0,WeChat
350000200011201366,73,WeChat
370000200404243499,6,WeChat
420000199309011744,88,WeChat
530000198305042157,14,WeChat
230000196503164462,16,WeChat
310000195308163048,12,WeChat
230000195109106462,45,WeChat
230000195909309188,4,WeChat
420000199403222433,14,WeChat
370000199703015319,96,WeChat
36000019820823477X,24,WeChat
630000198011100781,96,WeChat
460000196907218191,10,WeChat
640000199204303346,28,WeChat
230000197904097613,76,WeChat
450000199401022062,21,WeChat
510000195410013158,32,WeChat
330000200105294280,73,WeChat
220000199408242073,71,WeChat
320000200503055857,7,WeChat
150000195811163758,61,WeChat
130000200607177896,85,WeChat
460000199303253221,25,WeChat
360000199104143536,89,WeChat
650000200310155321,86,WeChat
630000199608239318,97,WeChat
430000199712011199,0,WeChat
62000019630903849X,18,WeChat
310000196303018022,36,WeChat
370000197307193763,71,WeChat
540000195009159519,54,WeChat
350000195402074524,20,WeChat
640000196402187573,80,WeChat
620000196404133145,28,WeChat
520000199301250357,81,WeChat
140000197611090280,58,WeChat
310000195010291362,93,WeChat
34000019930506024X,12,WeChat
350000200401302867,13,WeChat
520000195911200260,47,WeChat
330000197112295172,7,WeChat
320000200512036797,73,WeChat
350000198403030092,46,WeChat
13000019971029274X,97,WeChat
420000195302149136,35,WeChat
420000200106207224,76,WeChat
530000198810157019,21,WeChat
350000197409309241,14,WeChat
370000200311249015,83,WeChat
370000199003178336,34,WeChat
430000195708028803,18,WeChat
360000196711092140,91,WeChat
370000198906153362,88,WeChat
330000199912180954,67,WeChat
350000197802181803,31,WeChat
460000197505153385,81,WeChat
520000198710041340,66,WeChat
150000196704049145,87,WeChat
130000198109013709,25,WeChat
610000195604167642,28,WeChat
340000195105121118,29,WeChat
140000199504222478,25,WeChat
370000197002030162,69,WeChat
650000198005182219,28,WeChat
630000197501124343,46,WeChat
340000195308246279,55,WeChat
640000197003303447,53,WeChat
420000196203286885,21,WeChat
450000199605114532,69,WeChat
310000198601217010,90,WeChat
210000195405037269,54,WeChat
510000197908020549,40,WeChat
350000195902016662,46,WeChat
360000196012146373,38,WeChat
530000199908283667,31,WeChat
440000196009284898,64,WeChat
650000197906226181,68,WeChat
150000198503102551,85,WeChat
140000198404118855,21,WeChat
340000197511224955,33,WeChat
330000199706015085,74,WeChat
510000196803267065,18,WeChat
110000198002201503,95,WeChat
11000019740823401X,70,WeChat
410000195006126894,28,WeChat
540000195709024877,9,WeChat
120000199004225652,49,WeChat
650000199012257164,69,WeChat
460000195201111937,73,WeChat
340000200008135183,86,WeChat
120000199703269128,14,WeChat
420000198302214405,25,WeChat
530000196607221426,55,WeChat
630000199105268168,0,WeChat
500000195901045646,69,WeChat
120000198811045389,67,WeChat
33000019871230927X,26,WeChat
230000199210046108,83,WeChat
410000199711290217,84,WeChat
510000200311020129,8,WeChat
310000200204189116,26,WeChat
150000195706250075,30,WeChat
370000197105260198,55,WeChat
340000197212190820,31,WeChat
340000196001277585,73,WeChat
320000196806164322,28,WeChat
650000195606131536,92,WeChat
140000196403055507,83,WeChat
33000020021117950X,37,WeChat
310000200405129806,0,WeChat
610000197309045000,12,WeChat
620000199307143599,72,WeChat
640000196607060963,99,WeChat
530000199309128438,14,WeChat
420000198201171055,68,WeChat
530000195512301322,39,WeChat
360000195407026064,66,WeChat
420000197105100383,69,WeChat
440000198201105895,11,WeChat
360000196511057420,59,WeChat
510000198603200383,17,WeChat
500000195610069621,1,WeChat
140000197407115444,1,WeChat
520000196412015305,43,WeChat
42000019870503779X,72,WeChat
370000199207311733,37,WeChat
540000196403293681,50,WeChat
330000199502162403,62,WeChat
110000196412143482,99,WeChat
610000199111086607,45,WeChat
320000198511062424,26,WeChat
350000200003232832,5,WeChat
220000197211126678,14,WeChat
370000196112076028,29,WeChat
140000199805158860,42,WeChat
500000199906201490,29,WeChat
410000196610237587,65,WeChat
620000198108317029,84,WeChat
520000198404273135,57,WeChat
620000199301069834,24,WeChat
510000195702220212,13,WeChat
360000198907115729,27,WeChat
360000195511047826,54,WeChat
520000199702174009,40,WeChat
640000198906038511,24,WeChat
610000197806236609,25,WeChat
310000197206220258,59,WeChat
44000019671129296X,45,WeChat
540000198408010280,83,WeChat
220000199701252326,5,WeChat
350000197507064030,25,WeChat
320000198202155408,97,WeChat
120000196603308720,72,WeChat
220000196807208557,67,WeChat
440000198309153557,1,WeChat
360000199707231594,28,WeChat
150000199709161762,55,WeChat
520000199208244905,34,WeChat
500000200304294592,0,WeChat
450000195612202401,93,WeChat
130000195007081061,42,WeChat
520000199510161190,87,WeChat
530000198004035818,41,WeChat
610000195809099700,45,WeChat
220000196307101446,24,WeChat
430000199006296983,79,WeChat
36000019851206025X,16,WeChat
630000196708267240,27,WeChat
620000198310157241,54,WeChat
64000019830827192X,29,WeChat
140000196401091547,94,WeChat
500000196704024496,81,WeChat
360000198809131944,98,WeChat
310000197104259880,51,WeChat
350000198703197716,42,WeChat
420000196009297257,87,WeChat
51000019810414353X,9,WeChat
460000199511265956,15,WeChat
330000200511162523,70,WeChat
410000195812080106,79,WeChat
620000195901214179,18,WeChat
130000196405288302,96,WeChat
320000197801023883,88,WeChat
420000197702268459,48,WeChat
21000019540328213X,95,WeChat
340000196303132787,82,WeChat
430000195611056066,9,WeChat
530000199803307853,49,WeChat
210000198104180591,18,WeChat
420000195004174704,45,WeChat
620000198405058537,42,WeChat
210000200202149862,48,WeChat
210000199807256075,54,WeChat
230000198112144543,77,WeChat
65000019770420171X,47,WeChat
22000019980825628X,23,WeChat
41000019720208124X,18,WeChat
330000195009228124,22,WeChat
150000199010116562,99,WeChat
500000199002158346,63,WeChat
220000196112036031,47,WeChat
15000019530116569X,1,WeChat
510000196004296775,30,WeChat
630000198011068187,35,WeChat
630000197108091223,82,WeChat
420000196201217413,73,WeChat
310000197101312025,79,WeChat
610000195811069391,9,WeChat
330000195111110616,64,WeChat
450000195311169687,0,WeChat
310000199705131953,6,WeChat
230000195904017194,29,WeChat
340000199704284443,97,WeChat
530000197011193553,95,WeChat
410000195702024082,73,WeChat
230000196310303040,40,WeChat
21000019820824262X,31,WeChat
500000199301292238,17,WeChat
500000196510299213,44,WeChat
45000020020424493X,9,WeChat
440000199805114279,41,WeChat
640000197808128148,75,WeChat
510000197410052826,10,WeChat
510000200310042123,18,WeChat
140000199204243648,41,WeChat
130000198912204141,74,WeChat
150000198708197435,47,WeChat
210000196903223034,84,WeChat
460000200312266943,24,WeChat
420000196912294327,37,WeChat
140000197405137017,40,WeChat
230000196205231890,85,WeChat
450000199707061937,92,WeChat
650000195807288919,56,WeChat
440000199006222919,29,WeChat
360000198811044532,49,WeChat
370000199605070277,72,WeChat
230000198809238750,36,WeChat
360000195306022750,14,WeChat
640000197703204589,61,WeChat
360000198602286287,32,WeChat
340000200408222251,13,WeChat
450000196105128539,72,WeChat
440000198709062515,67,WeChat
110000198710189752,84,WeChat
110000198210057876,23,WeChat
210000199803181715,55,WeChat
130000195511043224,19,WeChat
620000195907122443,93,WeChat
330000196707170614,30,WeChat
230000200206051794,28,WeChat
410000197608199133,49,WeChat
360000196211028222,82,WeChat
610000200004252767,10,WeChat
31000020051214434X,6,WeChat
350000199010193290,99,WeChat
310000197911047833,38,WeChat
500000199012026363,4,WeChat
310000197303106078,69,WeChat
430000199009138892,92,WeChat
620000195610106805,84,WeChat
22000019900328075X,14,WeChat
640000196309126194,100,WeChat
650000198109102631,92,WeChat
520000196904088359,44,WeChat
41000019950331339X,93,WeChat
220000198704016885,5,WeChat
450000200501256611,5,WeChat
43000019691007885X,17,WeChat
130000198203047315,34,WeChat
420000200405217238,8,WeChat
50000019650731155X,1,WeChat
110000199707268251,12,WeChat
520000195204238489,14,WeChat
500000199212034843,63,WeChat
350000198706018568,56,WeChat
220000198110066658,37,WeChat
330000197306198266,84,WeChat
31000019630611444X,59,WeChat
520000196904175727,15,WeChat
510000198104255558,1,WeChat
540000196308160215,9,WeChat
370000198708102812,99,WeChat
530000199803016511,39,WeChat
310000197806247374,94,WeChat
330000199705196558,90,WeChat
440000196208096339,59,WeChat
430000196705169736,69,WeChat
110000197910221361,61,WeChat
140000197310250818,95,WeChat
140000198807017231,94,WeChat
35000019951226305X,63,WeChat
500000200112268912,16,WeChat
130000196212102946,76,WeChat
530000196201089090,80,WeChat
140000195610206393,58,WeChat
23000019630919502X,30,WeChat
500000198304195383,55,WeChat
130000197205105000,2,WeChat
460000197905249845,44,WeChat
210000197311177104,28,WeChat
140000200405205176,11,WeChat
130000199102251346,83,WeChat
500000197701228236,62,WeChat
150000198803284190,89,WeChat
45000019660911136X,54,WeChat
350000198905064970,49,WeChat
500000195508055346,77,WeChat
620000198901280049,29,WeChat
320000198203310967,29,WeChat
370000200404054903,48,WeChat
530000198807032944,90,WeChat
110000197708240972,3,WeChat
530000195408117357,42,WeChat
450000195007054615,37,WeChat
360000198002116911,0,WeChat
130000200410131464,80,WeChat
330000196404232865,80,WeChat
63000019760925297X,66,WeChat
510000195402098657,17,WeChat
610000195305101176,44,WeChat
540000199903276857,7,WeChat
410000200409153954,45,WeChat
150000200510305680,56,WeChat
450000196712204804,99,WeChat
150000199308119723,22,WeChat
35000019590127466X,46,WeChat
310000196908048646,42,WeChat
500000198101171699,100,WeChat
320000200407119953,39,WeChat
220000198703211419,23,WeChat
530000195711022596,63,WeChat
210000199911169852,74,WeChat
640000197405090237,73,WeChat
33000020041108963X,69,WeChat
14000019990707326X,75,WeChat
350000199810110676,61,WeChat
410000198701294623,67,WeChat
320000196502281415,91,WeChat
640000196606202130,15,WeChat
410000199003284174,22,WeChat
230000195512108652,18,WeChat
460000197701048873,77,WeChat
520000195812083169,23,WeChat
430000200008138220,57,WeChat
320000199703199999,67,WeChat
370000197203063825,90,WeChat
650000195603294436,84,WeChat
350000197508227049,41,WeChat
350000198301294548,38,WeChat
130000198512181702,6,WeChat
330000195804058857,91,WeChat
360000198403085765,27,WeChat
430000197603030965,20,WeChat
500000197802285336,7,WeChat
320000199504105443,96,WeChat
210000199111053448,30,WeChat
130000195711068979,11,WeChat
410000196512139983,51,WeChat
650000199505084687,51,WeChat
630000200612089995,60,WeChat
140000198104284173,62,WeChat
210000198309260472,86,WeChat
330000198510035442,1,WeChat
620000195704210988,70,WeChat
320000196411224140,40,WeChat
110000200204139648,90,WeChat
230000196711248978,28,WeChat
630000196710141145,17,WeChat
230000200307265089,41,WeChat
330000198004271637,20,WeChat
330000198802035153,73,WeChat
420000195105287409,60,WeChat
54000019780621345X,48,WeChat
610000199207116989,38,WeChat
35000019520822666X,51,WeChat
430000197702126399,23,WeChat
370000200504181862,21,WeChat
140000200610246591,3,WeChat
330000198112311800,65,WeChat
500000196205290415,8,WeChat
530000199807185718,16,WeChat
33000019891014383X,50,WeChat
50000020050613559X,46,WeChat
340000200405289485,26,WeChat
220000196109154985,81,WeChat
350000198909298002,9,WeChat
640000197301256490,41,WeChat
110000198103131284,12,WeChat
650000200606073077,66,WeChat
340000196711196384,91,WeChat
430000195203177627,97,WeChat
510000195001088044,64,WeChat
210000198311089205,20,WeChat
11000019600321231X,83,WeChat
450000199912017193,41,WeChat
33000019570106746X,62,WeChat
37000019520426542X,80,WeChat
36000020040302265X,65,WeChat
210000198607156761,15,WeChat
630000196407127092,10,WeChat
620000196207198898,86,WeChat
410000198509226591,57,WeChat
130000195402131516,9,WeChat
50000019550324931X,57,WeChat
360000199904300392,60,WeChat
230000199508083331,92,WeChat
610000198204110392,76,WeChat
420000196508310030,4,WeChat
210000197706194988,14,WeChat
130000197205016606,67,WeChat
310000199108061707,44,WeChat
220000199810052454,0,WeChat
21000019770303361X,30,WeChat
330000200312244913,57,WeChat
430000195402038558,52,WeChat
120000197605130289,94,WeChat
230000198304202461,27,WeChat
620000200301193072,20,WeChat
440000200005125928,92,WeChat
220000198909159329,51,WeChat
540000195110209728,46,WeChat
150000200203209226,5,WeChat
610000195901083138,40,WeChat
45000020021210999X,0,WeChat
450000195609167457,33,WeChat
430000196206098662,47,WeChat
460000197207071285,41,WeChat
540000197208195431,29,WeChat
620000197103242246,61,WeChat
140000198911128150,90,WeChat
540000200603097318,53,WeChat
540000199306275266,42,WeChat
210000197709031957,54,WeChat
520000195602266514,83,WeChat
440000198805219543,2,WeChat
430000199108197142,78,WeChat
22000019700719733X,20,WeChat
440000196603180901,11,WeChat
410000199705028538,47,WeChat
62000019920820865X,41,WeChat
15000019840621552X,28,WeChat
510000197410249346,42,WeChat
420000200011230181,25,WeChat
500000199205136577,99,WeChat
320000195110275951,40,WeChat
110000195010194776,77,WeChat
110000197710137106,85,WeChat
340000197102220187,55,WeChat
420000196009154213,91,WeChat
13000019841016563X,44,WeChat
460000195405263086,32,WeChat
140000197704178193,85,WeChat
460000197001015253,90,WeChat
